"X","GlobalEventID","Day","MonthYear","Year","FractionDate","Actor1Code","Actor1Name","Actor1CountryCode","Actor1KnownGroupCode","Actor1EthnicCode","Actor1Religion1Code","Actor1Religion2Code","Actor1Type1Code","Actor1Type2Code","Actor1Type3Code","Actor2Code","Actor2Name","Actor2CountryCode","Actor2KnownGroupCode","Actor2EthnicCode","Actor2Religion1Code","Actor2Religion2Code","Actor2Type1Code","Actor2Type2Code","Actor2Type3Code","IsRootEvent","EventCode","EventBaseCode","EventRootCode","QuadClass","GoldsteinScale","NumMentions","NumSources","NumArticles","AvgTone","Actor1Geo_Type","Actor1Geo_Fullname","Actor1Geo_CountryCode","Actor1Geo_ADM1Code","Actor1Geo_ADM2Code","Actor1Geo_Lat","Actor1Geo_Long","Actor1Geo_FeatureID","Actor2Geo_Type","Actor2Geo_Fullname","Actor2Geo_CountryCode","Actor2Geo_ADM1Code","Actor2Geo_ADM2Code","Actor2Geo_Lat","Actor2Geo_Long","Actor2Geo_FeatureID","ActionGeo_Type","ActionGeo_Fullname","ActionGeo_CountryCode","ActionGeo_ADM1Code","ActionGeo_ADM2Code","ActionGeo_Lat","ActionGeo_Long","ActionGeo_FeatureID","Dateadded","Sourceurl","CutURL","CutURL2"
254113,617632014,20170116,201701,2017,2017.0438,"MIL","MILITARY",NA,NA,NA,NA,NA,"MIL",NA,NA,"CHN","HARBIN","CHN",NA,NA,NA,NA,NA,NA,NA,1,150,150,15,"4",-7.2,1,1,1,4.62962962962963,4,"Kano, Kano, Nigeria","NI","NI29",191030,11.9964,8.51667,"-2014610",4,"Abuja, Abuja Federal Capital Territory, Nigeria","NI","NI11",191147,9.08333,7.53333,"-1997013",4,"Kano, Kano, Nigeria","NI","NI29",191030,11.9964,8.51667,"-2014610",20170116164500,"https://www.sofx.com/2017/01/16/weve-sent-special-forces-southern-kaduna-buratai-daily-post-nigeria/","/www.sofx.","/www.sofx.com"
254114,617632015,20170116,201701,2017,2017.0438,"MIL","MILITARY",NA,NA,NA,NA,NA,"MIL",NA,NA,"CHN","HARBIN","CHN",NA,NA,NA,NA,NA,NA,NA,1,150,150,15,"4",-7.2,4,1,4,4.62962962962963,4,"Kano, Kano, Nigeria","NI","NI29",191030,11.9964,8.51667,"-2014610",4,"Kano, Kano, Nigeria","NI","NI29",191030,11.9964,8.51667,"-2014610",4,"Kano, Kano, Nigeria","NI","NI29",191030,11.9964,8.51667,"-2014610",20170116164500,"https://www.sofx.com/2017/01/16/weve-sent-special-forces-southern-kaduna-buratai-daily-post-nigeria/","/www.sofx.","/www.sofx.com"
254285,617635173,20170116,201701,2017,2017.0438,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"NGA","NIGERIAN","NGA",NA,NA,NA,NA,NA,NA,NA,1,71,71,7,"2",7.4,1,1,1,1.65517241379311,4,"Port Harcourt, Rivers, Nigeria","NI","NI50",191389,4.78917,6.99861,"-2025046",4,"Calabar, Cross River, Nigeria","NI","NI22",191378,4.9517,8.322,"-2003575",4,"Port Harcourt, Rivers, Nigeria","NI","NI50",191389,4.78917,6.99861,"-2025046",20170116170000,"http://www.railway-technology.com/news/newsconstruction-of-15bn-lagos-ibadan-rail-line-in-nigeria-to-begin-next-month-5717341","www.railwa","www.railway-t"
254286,617635174,20170116,201701,2017,2017.0438,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"NGA","NIGERIAN","NGA",NA,NA,NA,NA,NA,NA,NA,1,71,71,7,"2",7.4,7,1,7,1.65517241379311,1,"China","CH","CH",NA,35,105,"CH",4,"Ibadan, Oyo, Nigeria","NI","NI32",191242,7.38778,3.89639,"-2010458",4,"Ibadan, Oyo, Nigeria","NI","NI32",191242,7.38778,3.89639,"-2010458",20170116170000,"http://www.railway-technology.com/news/newsconstruction-of-15bn-lagos-ibadan-rail-line-in-nigeria-to-begin-next-month-5717341","www.railwa","www.railway-t"
255295,617652909,20170116,201701,2017,2017.0438,"NGA","NIGERIA","NGA",NA,NA,NA,NA,NA,NA,NA,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,1,71,71,7,"2",7.4,1,1,1,0.617283950617284,4,"Calabar, Cross River, Nigeria","NI","NI22",191378,4.9517,8.322,"-2003575",4,"Agbor, Delta, Nigeria","NI","NI36",22734,6.26619,6.15052,"-1997813",4,"Ughelli, Delta, Nigeria","NI","NI36",191350,5.48986,6.00743,"-2028996",20170116180000,"http://venturesafrica.com/lagos-ibadan-new-rail-project-set-to-begin-by-february/","venturesaf","venturesafric"
255296,617652910,20170116,201701,2017,2017.0438,"NGA","NIGERIA","NGA",NA,NA,NA,NA,NA,NA,NA,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,1,71,71,7,"2",7.4,1,1,1,0.617283950617284,4,"Calabar, Cross River, Nigeria","NI","NI22",191378,4.9517,8.322,"-2003575",4,"Onitsha, Anambra, Nigeria","NI","NI25",191304,6.14543,6.78845,"-2023802",4,"Agbor, Delta, Nigeria","NI","NI36",22734,6.26619,6.15052,"-1997813",20170116180000,"http://venturesafrica.com/lagos-ibadan-new-rail-project-set-to-begin-by-february/","venturesaf","venturesafric"
255297,617652911,20170116,201701,2017,2017.0438,"NGA","NIGERIA","NGA",NA,NA,NA,NA,NA,NA,NA,"CHNGOV","CHINA","CHN",NA,NA,NA,NA,"GOV",NA,NA,1,71,71,7,"2",7.4,2,1,2,0.617283950617284,4,"Port Harcourt, Rivers, Nigeria","NI","NI50",191389,4.78917,6.99861,"-2025046",4,"Sagamu, Ogun, Nigeria","NI","NI16",191269,6.84323,3.64776,"-2026411",4,"Onitsha, Anambra, Nigeria","NI","NI25",191304,6.14543,6.78845,"-2023802",20170116180000,"http://venturesafrica.com/lagos-ibadan-new-rail-project-set-to-begin-by-february/","venturesaf","venturesafric"
255298,617652912,20170116,201701,2017,2017.0438,"NGA","NIGERIAN","NGA",NA,NA,NA,NA,NA,NA,NA,"CHNGOV","CHINESE","CHN",NA,NA,NA,NA,"GOV",NA,NA,1,71,71,7,"2",7.4,4,1,4,0.617283950617284,4,"Port Harcourt, Rivers, Nigeria","NI","NI50",191389,4.78917,6.99861,"-2025046",1,"Benin","BN","BN",NA,9.5,2.25,"BN",4,"Onitsha, Anambra, Nigeria","NI","NI25",191304,6.14543,6.78845,"-2023802",20170116180000,"http://venturesafrica.com/lagos-ibadan-new-rail-project-set-to-begin-by-february/","venturesaf","venturesafric"
259277,617725316,20170116,201701,2017,2017.0438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,1,20,20,2,"1",3,10,1,10,-0.93659942363112,0,NA,NA,NA,NA,NA,NA,NA,4,"Bonny River, Rivers, Nigeria","NI","NI50",191399,4.41613,7.09132,"-2002993",4,"Bonny River, Rivers, Nigeria","NI","NI50",191399,4.41613,7.09132,"-2002993",20170116233000,"http://punchng.com/problem-buy-made-nigeria-campaign/","punchng.co","punchng.com/p"
260534,617752637,20170117,201701,2017,2017.0466,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"CHNGOV","CHINA","CHN",NA,NA,NA,NA,"GOV",NA,NA,1,71,71,7,"2",7.4,2,1,2,1.82926829268293,1,"China","CH","CH",NA,35,105,"CH",4,"Ibadan, Oyo, Nigeria","NI","NI32",191242,7.38778,3.89639,"-2010458",4,"Ibadan, Oyo, Nigeria","NI","NI32",191242,7.38778,3.89639,"-2010458",20170117010000,"http://tvcontinental.tv/2017/01/17/fg-begin-n458bn-lagos-ibadan-new-rail-project-february/","tvcontinen","tvcontinental"
260535,617752638,20170117,201701,2017,2017.0466,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"CHNGOV","CHINESE","CHN",NA,NA,NA,NA,"GOV",NA,NA,1,71,71,7,"2",7.4,4,1,4,1.82926829268293,1,"China","CH","CH",NA,35,105,"CH",1,"China","CH","CH",NA,35,105,"CH",4,"Ibadan, Oyo, Nigeria","NI","NI32",191242,7.38778,3.89639,"-2010458",20170117010000,"http://tvcontinental.tv/2017/01/17/fg-begin-n458bn-lagos-ibadan-new-rail-project-february/","tvcontinen","tvcontinental"
260536,617752654,20170117,201701,2017,2017.0466,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"NGA","NIGERIAN","NGA",NA,NA,NA,NA,NA,NA,NA,1,71,71,7,"2",7.4,2,1,2,1.82926829268293,1,"China","CH","CH",NA,35,105,"CH",4,"Lagos, Lagos, Nigeria","NI","NI05",191416,6.45306,3.39583,"-2017355",4,"Lagos, Lagos, Nigeria","NI","NI05",191416,6.45306,3.39583,"-2017355",20170117010000,"http://tvcontinental.tv/2017/01/17/fg-begin-n458bn-lagos-ibadan-new-rail-project-february/","tvcontinen","tvcontinental"
260729,617756562,20170117,201701,2017,2017.0466,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,"NGA","NIGERIA","NGA",NA,NA,NA,NA,NA,NA,NA,0,60,60,6,"2",6,2,1,2,-0.41551246537396,4,"Beijing, Beijing, China","CH","CH22",13001,39.9289,116.388,"-1898541",4,"Lagos, Lagos, Nigeria","NI","NI05",191416,6.45306,3.39583,"-2017355",4,"Lagos, Lagos, Nigeria","NI","NI05",191416,6.45306,3.39583,"-2017355",20170117011500,"http://www.thisdaylive.com/index.php/2017/01/17/dangotes-multi-million-dollar-truck-assembly-plant-to-create-3000-jobs/","www.thisda","www.thisdayli"
260832,617757787,20170117,201701,2017,2017.0466,"NGA","NIGERIA","NGA",NA,NA,NA,NA,NA,NA,NA,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,0,60,60,6,"2",6,2,1,2,-0.41551246537396,4,"Lagos, Lagos, Nigeria","NI","NI05",191416,6.45306,3.39583,"-2017355",4,"Beijing, Beijing, China","CH","CH22",13001,39.9289,116.388,"-1898541",4,"Lagos, Lagos, Nigeria","NI","NI05",191416,6.45306,3.39583,"-2017355",20170117011500,"http://www.thisdaylive.com/index.php/2017/01/17/dangotes-multi-million-dollar-truck-assembly-plant-to-create-3000-jobs/","www.thisda","www.thisdayli"
261454,617768246,20170117,201701,2017,2017.0466,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"GOV","GOVERNMENT",NA,NA,NA,NA,NA,"GOV",NA,NA,0,130,130,13,"3",-4.4,2,1,2,3.21568627450981,4,"Abuja, Abuja Federal Capital Territory, Nigeria","NI","NI11",191147,9.08333,7.53333,"-1997013",4,"Abuja, Abuja Federal Capital Territory, Nigeria","NI","NI11",191147,9.08333,7.53333,"-1997013",4,"Abuja, Abuja Federal Capital Territory, Nigeria","NI","NI11",191147,9.08333,7.53333,"-1997013",20170117020000,"http://www.blueprint.ng/chinas-fresh-40bn-investments-in-nigeria/","www.bluepr","www.blueprint"
261455,617768247,20170117,201701,2017,2017.0466,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"GOV","GOVERNMENT",NA,NA,NA,NA,NA,"GOV",NA,NA,0,130,130,13,"3",-4.4,8,1,8,3.21568627450981,1,"China","CH","CH",NA,35,105,"CH",4,"Abuja, Abuja Federal Capital Territory, Nigeria","NI","NI11",191147,9.08333,7.53333,"-1997013",4,"Abuja, Abuja Federal Capital Territory, Nigeria","NI","NI11",191147,9.08333,7.53333,"-1997013",20170117020000,"http://www.blueprint.ng/chinas-fresh-40bn-investments-in-nigeria/","www.bluepr","www.blueprint"
261456,617768254,20170117,201701,2017,2017.0466,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"NGA","NIGERIA","NGA",NA,NA,NA,NA,NA,NA,NA,0,51,51,5,"1",3.4,8,1,8,3.21568627450981,1,"China","CH","CH",NA,35,105,"CH",4,"Abuja, Abuja Federal Capital Territory, Nigeria","NI","NI11",191147,9.08333,7.53333,"-1997013",4,"Abuja, Abuja Federal Capital Territory, Nigeria","NI","NI11",191147,9.08333,7.53333,"-1997013",20170117020000,"http://www.blueprint.ng/chinas-fresh-40bn-investments-in-nigeria/","www.bluepr","www.blueprint"
261506,617768740,20170117,201701,2017,2017.0466,"GOV","GOVERNMENT",NA,NA,NA,NA,NA,"GOV",NA,NA,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,0,51,51,5,"1",3.4,8,1,8,3.21568627450981,1,"China","CH","CH",NA,35,105,"CH",1,"China","CH","CH",NA,35,105,"CH",4,"Abuja, Abuja Federal Capital Territory, Nigeria","NI","NI11",191147,9.08333,7.53333,"-1997013",20170117020000,"http://www.blueprint.ng/chinas-fresh-40bn-investments-in-nigeria/","www.bluepr","www.blueprint"
261651,617770213,20170117,201701,2017,2017.0466,"ZAF","NORTH WEST","ZAF",NA,NA,NA,NA,NA,NA,NA,"CHN","HARBIN","CHN",NA,NA,NA,NA,NA,NA,NA,1,173,173,17,"4",-5,2,1,2,-2.78232405891981,4,"Kaduna, Kaduna, Nigeria","NI","NI23",22832,10.5231,7.44028,"-2014086",4,"Kaduna, Kaduna, Nigeria","NI","NI23",22832,10.5231,7.44028,"-2014086",4,"Kaduna, Kaduna, Nigeria","NI","NI23",22832,10.5231,7.44028,"-2014086",20170117020000,"http://www.blueprint.ng/nigerian-army-and-contemporary-security-challenges/","www.bluepr","www.blueprint"
261652,617770214,20170117,201701,2017,2017.0466,"ZAF","NORTH WEST","ZAF",NA,NA,NA,NA,NA,NA,NA,"CHN","HARBIN","CHN",NA,NA,NA,NA,NA,NA,NA,1,173,173,17,"4",-5,8,1,8,-2.78232405891981,4,"Niger Delta, Nigeria (general), Nigeria","NI","NI00",23074,4.83333,6,"-2020890",4,"Niger Delta, Nigeria (general), Nigeria","NI","NI00",23074,4.83333,6,"-2020890",4,"Niger Delta, Nigeria (general), Nigeria","NI","NI00",23074,4.83333,6,"-2020890",20170117020000,"http://www.blueprint.ng/nigerian-army-and-contemporary-security-challenges/","www.bluepr","www.blueprint"
262510,617790455,20170117,201701,2017,2017.0466,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,180,180,18,"4",-9,10,1,10,-1.16788321167883,4,"Beijing, Beijing, China","CH","CH22",13001,39.9289,116.388,"-1898541",0,NA,NA,NA,NA,NA,NA,NA,4,"Lagos, Lagos, Nigeria","NI","NI05",191416,6.45306,3.39583,"-2017355",20170117034500,"http://shanghaiist.com/2017/01/17/trump_global_times_one_china_negotiations.php","shanghaiis","shanghaiist.c"
263049,617800165,20170117,201701,2017,2017.0466,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"NGA","NIGERIAN","NGA",NA,NA,NA,NA,NA,NA,NA,1,71,71,7,"2",7.4,2,1,2,1.74418604651163,4,"Port Harcourt, Rivers, Nigeria","NI","NI50",191389,4.78917,6.99861,"-2025046",4,"Calabar, Cross River, Nigeria","NI","NI22",191378,4.9517,8.322,"-2003575",4,"Calabar, Cross River, Nigeria","NI","NI22",191378,4.9517,8.322,"-2003575",20170117044500,"https://www.today.ng/news/nigeria/245902/n458bn-lagos-ibadan-rail-project-feb","/www.today","/www.today.ng"
263050,617800166,20170117,201701,2017,2017.0466,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"NGA","NIGERIAN","NGA",NA,NA,NA,NA,NA,NA,NA,1,71,71,7,"2",7.4,2,1,2,1.74418604651163,4,"Port Harcourt, Rivers, Nigeria","NI","NI50",191389,4.78917,6.99861,"-2025046",4,"Ughelli, Delta, Nigeria","NI","NI36",191350,5.48986,6.00743,"-2028996",4,"Ughelli, Delta, Nigeria","NI","NI36",191350,5.48986,6.00743,"-2028996",20170117044500,"https://www.today.ng/news/nigeria/245902/n458bn-lagos-ibadan-rail-project-feb","/www.today","/www.today.ng"
263051,617800167,20170117,201701,2017,2017.0466,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"NGA","NIGERIAN","NGA",NA,NA,NA,NA,NA,NA,NA,1,71,71,7,"2",7.4,4,1,4,1.74418604651163,4,"Port Harcourt, Rivers, Nigeria","NI","NI50",191389,4.78917,6.99861,"-2025046",1,"Benin","BN","BN",NA,9.5,2.25,"BN",4,"Ughelli, Delta, Nigeria","NI","NI36",191350,5.48986,6.00743,"-2028996",20170117044500,"https://www.today.ng/news/nigeria/245902/n458bn-lagos-ibadan-rail-project-feb","/www.today","/www.today.ng"
271776,617925306,20170117,201701,2017,2017.0466,"NGA","ABUJA","NGA",NA,NA,NA,NA,NA,NA,NA,"CHN","BEIJING","CHN",NA,NA,NA,NA,NA,NA,NA,1,1124,112,11,"3",-2,1,1,1,-4.42477876106195,1,"Nigeria","NI","NI",NA,10,8,"NI",1,"Nigeria","NI","NI",NA,10,8,"NI",1,"Nigeria","NI","NI",NA,10,8,"NI",20170117133000,"http://english.sina.com/news/2017-01-17/detail-ifxzqnva3884439.shtml","english.si","english.sina."
271777,617925307,20170117,201701,2017,2017.0466,"NGA","ABUJA","NGA",NA,NA,NA,NA,NA,NA,NA,"CHN","BEIJING","CHN",NA,NA,NA,NA,NA,NA,NA,1,195,195,19,"4",-10,2,1,2,-4.42477876106195,1,"Nigeria","NI","NI",NA,10,8,"NI",1,"Nigeria","NI","NI",NA,10,8,"NI",1,"Nigeria","NI","NI",NA,10,8,"NI",20170117133000,"http://english.sina.com/news/2017-01-17/detail-ifxzqnva3884439.shtml","english.si","english.sina."
272081,617932387,20170117,201701,2017,2017.0466,"BUS","COMPANY",NA,NA,NA,NA,NA,"BUS",NA,NA,"MNCCHN","CHINA EASTERN AIRLINES","CHN",NA,NA,NA,NA,"MNC",NA,NA,0,160,160,16,"4",-4,2,1,2,-3.17180616740088,1,"Nigeria","NI","NI",NA,10,8,"NI",1,"China","CH","CH",NA,35,105,"CH",1,"Nigeria","NI","NI",NA,10,8,"NI",20170117140000,"https://www.theguardian.com/business/2017/jan/17/rolls-royce-apologises-bribery-671m-uk-us-brazil","/www.thegu","/www.theguard"
272082,617932497,20170117,201701,2017,2017.0466,"CHNGOV","CHINA","CHN",NA,NA,NA,NA,"GOV",NA,NA,"NGOBUSWEF","WORLD ECONOMIC FORUM",NA,"WEF",NA,NA,NA,"NGO","BUS",NA,1,40,40,4,"1",1,6,1,6,-3.81679389312977,4,"Beijing, Beijing, China","CH","CH22",13001,39.9289,116.388,"-1898541",1,"Nigeria","NI","NI",NA,10,8,"NI",1,"Nigeria","NI","NI",NA,10,8,"NI",20170117140000,"http://www.wdef.com/2017/01/17/taiwan-caught-in-middle-as-trump-questions-one-china-policy/","www.wdef.c","www.wdef.com/"
272083,617932499,20170117,201701,2017,2017.0466,"CHNGOV","CHINA","CHN",NA,NA,NA,NA,"GOV",NA,NA,"NGOBUSWEF","WORLD ECONOMIC FORUM",NA,"WEF",NA,NA,NA,"NGO","BUS",NA,1,40,40,4,"1",1,2,1,2,-3.81679389312977,4,"Taipei, T'ai-pei, Taiwan","TW","TW03",13277,25.0478,121.532,"-2637882",1,"Nigeria","NI","NI",NA,10,8,"NI",1,"Nigeria","NI","NI",NA,10,8,"NI",20170117140000,"http://www.wdef.com/2017/01/17/taiwan-caught-in-middle-as-trump-questions-one-china-policy/","www.wdef.c","www.wdef.com/"
276535,618009439,20170117,201701,2017,2017.0466,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"GOV","AMBASSADOR",NA,NA,NA,NA,NA,"GOV",NA,NA,1,43,43,4,"1",2.8,2,1,2,0.30534351145038,1,"China","CH","CH",NA,35,105,"CH",4,"Mologi, Nigeria (general), Nigeria","NI","NI00",23009,7.75,4.26667,"-2019847",4,"Mologi, Nigeria (general), Nigeria","NI","NI00",23009,7.75,4.26667,"-2019847",20170117181500,"http://www.nairaland.com/3578121/aisha-buhari-receives-ambassador-china","www.nairal","www.nairaland"
280846,618080598,20170117,201701,2017,2017.0466,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"GOV","AMBASSADOR",NA,NA,NA,NA,NA,"GOV",NA,NA,1,41,41,4,"1",1,6,1,6,0.98522167487684,4,"Abuja, Abuja Federal Capital Territory, Nigeria","NI","NI11",191147,9.08333,7.53333,"-1997013",4,"Abuja, Abuja Federal Capital Territory, Nigeria","NI","NI11",191147,9.08333,7.53333,"-1997013",4,"Abuja, Abuja Federal Capital Territory, Nigeria","NI","NI11",191147,9.08333,7.53333,"-1997013",20170117230000,"http://www.tv360nigeria.com/boko-haram-aisha-buhari-calls-support-rebuilding-northeast/","www.tv360n","www.tv360nige"
280911,618081032,20170117,201701,2017,2017.0466,"GOV","AMBASSADOR",NA,NA,NA,NA,NA,"GOV",NA,NA,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,1,41,41,4,"1",1,6,1,6,0.98522167487684,4,"Abuja, Abuja Federal Capital Territory, Nigeria","NI","NI11",191147,9.08333,7.53333,"-1997013",4,"Abuja, Abuja Federal Capital Territory, Nigeria","NI","NI11",191147,9.08333,7.53333,"-1997013",4,"Abuja, Abuja Federal Capital Territory, Nigeria","NI","NI11",191147,9.08333,7.53333,"-1997013",20170117230000,"http://www.tv360nigeria.com/boko-haram-aisha-buhari-calls-support-rebuilding-northeast/","www.tv360n","www.tv360nige"
281432,618091427,20170117,201701,2017,2017.0466,"BUS","COMPANIES",NA,NA,NA,NA,NA,"BUS",NA,NA,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,0,10,10,1,"1",0,2,1,2,-1.57384987893462,4,"Ajaokuta, Kogi, Nigeria","NI","NI41",22908,7.4605,6.6947,"-1998323",4,"Ajaokuta, Kogi, Nigeria","NI","NI41",22908,7.4605,6.6947,"-1998323",4,"Ajaokuta, Kogi, Nigeria","NI","NI41",22908,7.4605,6.6947,"-1998323",20170117234500,"https://www.bloomberg.com/news/articles/2017-01-17/nigeria-bid-to-link-mines-to-idle-steel-mill-seen-as-buhari-test","/www.bloom","/www.bloomber"
284165,618147099,20170118,201701,2017,2017.0493,"CHNGOV","XI JINPING","CHN",NA,NA,NA,NA,"GOV",NA,NA,"FRA","PARIS","FRA",NA,NA,NA,NA,NA,NA,NA,1,30,30,3,"1",4,2,1,2,-1.85185185185186,4,"Kaduna, Kaduna, Nigeria","NI","NI23",22832,10.5231,7.44028,"-2014086",4,"Kaduna, Kaduna, Nigeria","NI","NI23",22832,10.5231,7.44028,"-2014086",4,"Kaduna, Kaduna, Nigeria","NI","NI23",22832,10.5231,7.44028,"-2014086",20170118023000,"http://www.businessdayonline.com/category/opinion/analysis/editorial/","www.busine","www.businessd"
285066,618159098,20170118,201701,2017,2017.0493,"GOV","PRIME MINISTER",NA,NA,NA,NA,NA,"GOV",NA,NA,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,1,40,40,4,"1",1,2,1,2,-1.171875,4,"Colombo, Western, Sri Lanka","CE","CE36",25852,6.93194,79.8478,"-2214877",4,"Hiru, Borno, Nigeria","NI","NI27",22606,10.4269,12.56,"-2010335",4,"Hiru, Borno, Nigeria","NI","NI27",22606,10.4269,12.56,"-2010335",20170118031500,"http://www.hirunews.lk/152286/prime-minister-meets-chinese-president","www.hirune","www.hirunews."
288138,618203400,20170118,201701,2017,2017.0493,"BUS","COMPANIES",NA,NA,NA,NA,NA,"BUS",NA,NA,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,0,10,10,1,"1",0,2,1,2,-1.78571428571428,4,"Ajaokuta, Kogi, Nigeria","NI","NI41",22908,7.4605,6.6947,"-1998323",4,"Ajaokuta, Kogi, Nigeria","NI","NI41",22908,7.4605,6.6947,"-1998323",4,"Ajaokuta, Kogi, Nigeria","NI","NI41",22908,7.4605,6.6947,"-1998323",20170118070000,"http://washpost.bloomberg.com/Story?docId=1376-OJIDGV6S972S01-3E5TFOK747OTLSBJBOHKTKEJGR","washpost.b","washpost.bloo"
288150,618203479,20170118,201701,2017,2017.0493,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"CZE","CZECH REPUBLIC","CZE",NA,NA,NA,NA,NA,NA,NA,1,173,173,17,"4",-5,1,1,1,10.4783599088838,4,"Abuja, Abuja Federal Capital Territory, Nigeria","NI","NI11",191147,9.08333,7.53333,"-1997013",4,"Abuja, Abuja Federal Capital Territory, Nigeria","NI","NI11",191147,9.08333,7.53333,"-1997013",4,"Abuja, Abuja Federal Capital Territory, Nigeria","NI","NI11",191147,9.08333,7.53333,"-1997013",20170118070000,"http://www.informationng.com/2017/01/france-partner-nigeria-artist-development.html","www.inform","www.informati"
288151,618203481,20170118,201701,2017,2017.0493,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"FRA","FRANCE","FRA",NA,NA,NA,NA,NA,NA,NA,1,173,173,17,"4",-5,1,1,1,10.4783599088838,4,"Abuja, Abuja Federal Capital Territory, Nigeria","NI","NI11",191147,9.08333,7.53333,"-1997013",4,"Abuja, Abuja Federal Capital Territory, Nigeria","NI","NI11",191147,9.08333,7.53333,"-1997013",4,"Abuja, Abuja Federal Capital Territory, Nigeria","NI","NI11",191147,9.08333,7.53333,"-1997013",20170118070000,"http://www.informationng.com/2017/01/france-partner-nigeria-artist-development.html","www.inform","www.informati"
288399,618207762,20170118,201701,2017,2017.0493,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,"NGA","NIGERIA","NGA",NA,NA,NA,NA,NA,NA,NA,0,60,60,6,"2",6,2,1,2,-0.41322314049587,4,"Beijing, Beijing, China","CH","CH22",13001,39.9289,116.388,"-1898541",4,"Lagos, Lagos, Nigeria","NI","NI05",191416,6.45306,3.39583,"-2017355",4,"Lagos, Lagos, Nigeria","NI","NI05",191416,6.45306,3.39583,"-2017355",20170118071500,"http://businessnews.com.ng/2017/01/18/dangotes-multi-million-dollar-truck-assembly-plant-to-create-3000-jobs/","businessne","businessnews."
288529,618208782,20170118,201701,2017,2017.0493,"NGA","NIGERIA","NGA",NA,NA,NA,NA,NA,NA,NA,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,0,60,60,6,"2",6,2,1,2,-0.41322314049587,4,"Lagos, Lagos, Nigeria","NI","NI05",191416,6.45306,3.39583,"-2017355",4,"Beijing, Beijing, China","CH","CH22",13001,39.9289,116.388,"-1898541",4,"Lagos, Lagos, Nigeria","NI","NI05",191416,6.45306,3.39583,"-2017355",20170118071500,"http://businessnews.com.ng/2017/01/18/dangotes-multi-million-dollar-truck-assembly-plant-to-create-3000-jobs/","businessne","businessnews."
290022,618231184,20170118,201701,2017,2017.0493,"CHN","CHINA","CHN",NA,NA,NA,NA,NA,NA,NA,"GBR","UNITED KINGDOM","GBR",NA,NA,NA,NA,NA,NA,NA,1,36,36,3,"1",4,5,1,5,-2.85714285714286,4,"Niger Delta, Nigeria (general), Nigeria","NI","NI00",23074,4.83333,6,"-2020890",4,"Niger Delta, Nigeria (general), Nigeria","NI","NI00",23074,4.83333,6,"-2020890",4,"Niger Delta, Nigeria (general), Nigeria","NI","NI00",23074,4.83333,6,"-2020890",20170118090000,"http://www.4-traders.com/ECOBANK-GHANA-LIMITED-6743305/news/Ecobank-Ghana-Oil-sector-divestments-to-restart-in-2017-Ecobank-23710257/","www.4-trad","www.4-traders"
291566,618256347,20170118,201701,2017,2017.0493,"CHN","CHINESE","CHN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,20,2,"1",3,8,1,8,-0.92307692307692,4,"Kwara, Zamfara, Nigeria","NI","NI57",191424,12.3337,6.28493,"-2017020",0,NA,NA,NA,NA,NA,NA,NA,4,"Kwara, Zamfara, Nigeria","NI","NI57",191424,12.3337,6.28493,"-2017020",20170118103000,"https://www.naij.com/1083208-struggling-annoying-black-spots-this-strange-trick-cure-fast.html","/www.naij.","/www.naij.com"
